剧本ID,剧名,角色名,行当,性别,服饰备注
01010011,人才驸马,张天龙,净,male,
01010011,人才驸马,玉宝公主,旦,female,
01010011,人才驸马,玉珍公主,旦,female,
01010011,人才驸马,魏小生,丑,male,
01010012,查头关,尤春风,旦,female,
01010012,查头关,苏里烟,丑,male,
01010012,查头关,刘唐建,小生,male,
01010013,双断桥,白素贞,旦,female,
01010013,双断桥,许仙,小生,male,
01010013,双断桥,小青,旦,female,
01010014,卖饽饽,差役,丑,male,
01010014,卖饽饽,魏虎,丑,male,
01010014,卖饽饽,王氏,花旦,female,
01010015,荐诸葛,刘备,老生,male,
01010015,荐诸葛,徐庶,老生,male,
01010015,荐诸葛,关羽,红生,unknown,
01010015,荐诸葛,张飞,净,male,
01010015,荐诸葛,赵云,小生,male,
01010015,荐诸葛,下书人,丑,male,
01010016,风云会,赵匡胤,红生,unknown,
01010016,风云会,呼延赞,净,male,
01010017,烟鬼叹,胡松亭,老生,male,
01010017,烟鬼叹,魏不饱,丑,male,
01010017,烟鬼叹,丑院子,丑,male,
01011001,渑池会,蔺相如,老生,male,
01011001,渑池会,秦王,净,male,
01011001,渑池会,赵王,小生,male,
01011001,渑池会,廉颇,净,male,
01011001,渑池会,李牧,武生,male,
01011002,请宋灵,岳飞,老生,male,
01011002,请宋灵,丞相,丑,male,
01011002,请宋灵,金兀术,净,male,
01011002,请宋灵,牛皋,净,male,
01011002,请宋灵,宋徽宗,老生,male,
01011002,请宋灵,宋钦宗,老生,male,
01011002,请宋灵,太后,正旦,unknown,
01011002,请宋灵,赵匡胤,红生,unknown,
01011003,回龙阁,薛平贵,老生,male,
01011003,回龙阁,王宝钏,旦,female,
01011003,回龙阁,代战公主,旦,female,
01011003,回龙阁,王允,老生,male,
01011003,回龙阁,王母,老旦,female,
01011003,回龙阁,魏虎,净,male,
01011003,回龙阁,马达,丑,male,
01011003,回龙阁,江海,丑,male,
01011004,烧绵山,介子推,老生,male,
01011004,烧绵山,晋文公,小生,male,
01011004,烧绵山,介母,老旦,female,
01011004,烧绵山,解张,外,unknown,
01011004,烧绵山,颠颉,净,male,
01011004,烧绵山,魏犨,副净,unknown,
01011004,烧绵山,狐毛,末,unknown,
01011004,烧绵山,狐偃,丑,male,
01011005,监酒令,刘章,小生,male,
01011005,监酒令,吕后,旦,female,
01011007,芦花河,樊梨花,旦,female,
01011007,芦花河,薛丁山,老生,male,
01011007,芦花河,薛应龙,小生,male,
01011008,马上缘,薛丁山,小生,male,
01011008,马上缘,樊梨花,旦,female,
01011008,马上缘,薛仁贵,老生,male,
01011008,马上缘,丫鬟,彩旦,female,
01011009,拿高登,高登,武生,male,
01011009,拿高登,徐世英,武净,unknown,
01011009,拿高登,花逢春,武生,male,
01011009,拿高登,徐母,老旦,female,
01011009,拿高登,徐飞珠,旦,female,
01011009,拿高登,贾斯文,丑,male,
01011009,拿高登,王氏,花旦,female,
01011009,拿高登,奶娘,彩旦,female,
01011010,明月珠,小姐,旦,female,
01011010,明月珠,公子,小生,male,
01011010,明月珠,丫鬟,旦,female,
01011011,白马坡,关羽,红生,unknown,
01011011,白马坡,颜良,净,male,
01011011,白马坡,曹操,净,male,
01011011,白马坡,刘备,老生,male,
01011012,摩天岭,薛仁贵,小生,male,
01011012,摩天岭,周文,老生,male,
01011012,摩天岭,周武,副净,unknown,
01011012,摩天岭,毛子贞,丑,male,
01011012,摩天岭,胡卢大王,净,male,
01011012,摩天岭,红烂漫,净,male,
01011012,摩天岭,猩猩胆,丑,male,
01011012,摩天岭,亚李驮金,末,unknown,
01011012,摩天岭,亚李驮银,副净,unknown,
01011013,赵颜借寿,南斗星君,老生,male,
01011013,赵颜借寿,北斗星君,净,male,
01011013,赵颜借寿,赵颜,小生,male,
01011014,洛阳桥,蔡襄,小生,male,
01011014,洛阳桥,夏得海,丑,male,
01011014,洛阳桥,青袍甲,副净,unknown,
01011016,送银灯,张子显,小生,male,
01011016,送银灯,桂娟,花旦,female,
01011016,送银灯,老妇,老旦,female,
01012001,泥马渡康王,崔孝,末,unknown,
01012001,泥马渡康王,赵构,小生,male,
01012001,泥马渡康王,兀术,净,male,
01012001,泥马渡康王,宋徽宗,外,unknown,
01012001,泥马渡康王,宋钦宗,老生,male,
01012001,泥马渡康王,崔府君,外,unknown,
01012001,泥马渡康王,王爷甲,副净,unknown,
01012001,泥马渡康王,王爷乙,老生,male,
01012001,泥马渡康王,马童,丑,male,
01012002,闹江州,宋江,老生,male,
01012002,闹江州,戴宗,副净,unknown,
01012002,闹江州,蔡得章,末,unknown,
01012002,闹江州,黄文炳,丑,male,
01012002,闹江州,酒保,丑,male,
01012002,闹江州,地方,丑,male,
01012003,高平关,赵匡胤,红生,unknown,
01012003,高平关,高行周,净,male,
01012003,高平关,高怀德,小生,male,
01012003,高平关,高怀良,小生,male,
01012004,莲花湖,胜英,生,unknown,
01012004,莲花湖,韩秀,生,unknown,
01012004,莲花湖,和尚,丑,male,
01012004,莲花湖,胡闹,付,unknown,
01012004,莲花湖,荀攸,丑,male,
01012005,打銮驾,包拯,净,male,
01012005,打銮驾,马妃,旦,female,
01012006,少华山,倪厚,小生,male,
01012006,少华山,殷碧莲,花旦,female,
01012006,少华山,大王,净,male,
01012006,少华山,喽罗,丑,male,
01012006,少华山,丫鬟,彩旦,female,
01012007,贵妃醉酒,杨贵妃,花旦,female,
01012007,贵妃醉酒,裴力士,小生,male,
01012007,贵妃醉酒,高力士,丑,male,
01012008,春秋配,姜秋莲,小旦,unknown,
01012008,春秋配,李春发,小生,male,
01012008,春秋配,乳娘,老旦,female,
01012008,春秋配,贾氏,丑旦,female,
01012011,赶三关,薛平贵,老生,male,
01012011,赶三关,代战公主,旦,female,
01012011,赶三关,马达,丑,male,
01012011,赶三关,江海,丑,male,
01012011,赶三关,莫老将军,丑,male,
01012012,南阳关,伍云昭,老生,male,
01012012,南阳关,韩擒虎,末,unknown,
01012012,南阳关,宇文成都,净,male,
01012012,南阳关,伍夫人,旦,female,
01012012,南阳关,朱粲,净,male,
01012012,南阳关,伍保,净,male,
01012012,南阳关,尚师徒,净,male,
01012012,南阳关,麻叔谋,净,male,
01012014,血手印,王桂英,旦,female,
01012014,血手印,林佑安,外,unknown,
01012014,血手印,王春华,净,male,
01012014,血手印,王元直,末,unknown,
01012014,血手印,林孝童,小生,male,
01012014,血手印,院子,丑,male,
01012015,一捧雪,陆炳,末,unknown,
01012015,一捧雪,雪艳,旦,female,
01012015,一捧雪,汤勤,丑,male,
01012015,一捧雪,戚继光,外,unknown,
01012015,一捧雪,衙役甲,净,male,
01012016,双观星,石敬塘,童,unknown,
01012016,双观星,高行周,童,unknown,
01013001,司马逼宫,司马师,净,male,
01013001,司马逼宫,张缉,末,unknown,
01013001,司马逼宫,曹芳,小生,male,
01013001,司马逼宫,张后,正旦,unknown,
01013001,司马逼宫,贾诩,老生,male,
01013001,司马逼宫,大太监,丑,male,
01013002,审刺客,闵觉,老生,male,
01013002,审刺客,贺道庵,净,male,
01013002,审刺客,刺客,副净,unknown,
01013002,审刺客,太监,丑,male,
01013002,审刺客,朝臣甲,外,unknown,
01013002,审刺客,朝臣乙,副净,unknown,
01013002,审刺客,朝臣丙,末,unknown,
01013002,审刺客,朝臣丁,丑,male,
01013003,赠别挑袍,关羽,红生,unknown,
01013003,赠别挑袍,曹操,净,male,
01013003,赠别挑袍,甘夫人,正旦,unknown,
01013003,赠别挑袍,糜夫人,正旦,unknown,
01013004,借赵云,刘备,老生,male,
01013004,借赵云,赵云,武生,male,
01013004,借赵云,张飞,净,male,
01013004,借赵云,公孙瓒,末,unknown,
01013004,借赵云,典韦,净,male,
01013005,御林郡,马芳,老生,male,
01013005,御林郡,万历,小生,male,
01013005,御林郡,国太,老旦,female,
01013005,御林郡,杨波,末,unknown,
01013005,御林郡,夫人,旦,female,
01013006,奇冤报,刘世昌,老生,male,
01013006,奇冤报,赵大,丑,male,
01013006,奇冤报,赵妻,彩旦,female,
01013006,奇冤报,刘升,丑,male,
01013006,奇冤报,判官,净,male,
01013007,恶虎村,黄天霸,武生,male,
01013007,恶虎村,濮天雕,净,male,
01013007,恶虎村,武天虬,净,male,
01013007,恶虎村,李堃,老生,male,
01013007,恶虎村,王栋,副净,unknown,
01013007,恶虎村,王梁,武丑,unknown,
01013007,恶虎村,丁三把,丑,male,
01013007,恶虎村,濮妻,彩旦,female,
01013007,恶虎村,武妻,武旦,female,
01013007,恶虎村,施世纶,老生,male,
01013008,皮匠杀妻,林玉兰,旦,female,
01013008,皮匠杀妻,岳子奇,丑,male,
01013008,皮匠杀妻,杨盛恭,武生,male,
01013008,皮匠杀妻,杨虎,副净,unknown,
01013009,罗四虎,罗四虎,净,male,
01013009,罗四虎,施世纶,老生,male,
01013009,罗四虎,黄天霸,武生,male,
01013009,罗四虎,朱光祖,武丑,unknown,
01013009,罗四虎,关泰,净,male,
01013009,罗四虎,玄空,副净,unknown,
01013009,罗四虎,乔四,丑,male,
01013009,罗四虎,乔四亲家,丑,male,
01013009,罗四虎,杨忠妹,旦,female,
01013010,八蜡庙,费德恭,净,male,
01013010,八蜡庙,黄天霸,武生,male,
01013010,八蜡庙,张桂兰,武旦,female,
01013010,八蜡庙,褚彪,老生,male,
01013010,八蜡庙,米龙,副净,unknown,
01013010,八蜡庙,豆虎,副净,unknown,
01013010,八蜡庙,张氏,老旦,female,
01013010,八蜡庙,老道,丑,male,
01013010,八蜡庙,家院,丑,male,
01013010,八蜡庙,张妈,彩旦,female,
01013011,伐东吴,黄忠,老生,male,
01013011,伐东吴,刘备,老生,male,
01013011,伐东吴,关兴,小生,male,
01013011,伐东吴,张苞,净,male,
01013011,伐东吴,潘璋,净,male,
01013011,伐东吴,崔玉,丑,male,
01013011,伐东吴,史纪,丑,male,
01013011,伐东吴,马忠,净,male,
01013012,战太平,花云,老生,male,
01013012,战太平,陈友谅,净,male,
01013012,战太平,朱文信,小生,male,
01013012,战太平,孙氏,旦,female,
01013012,战太平,大夫人,旦,female,
01013012,战太平,花安,丑,male,
01013012,战太平,陈友杰,副净,unknown,
01013012,战太平,手下,丑,male,
01013013,刺巴杰,骆宏勋,武生,male,
01013013,刺巴杰,余千,武生,male,
01013013,刺巴杰,巴杰,武净,unknown,
01013013,刺巴杰,董元,外,unknown,
01013013,刺巴杰,马金定,武旦,female,
01013013,刺巴杰,胡理,武丑,unknown,
01013013,刺巴杰,胡琏,末,unknown,
01013014,金钱豹,金钱豹,武生,male,
01013014,金钱豹,孙悟空,武生,male,
01013014,金钱豹,涂保,丑,male,
01013014,金钱豹,唐三藏,小生,male,
01013014,金钱豹,邓姑娘,旦,female,
01013014,金钱豹,丫鬟,武旦,female,
01013014,金钱豹,书生,小生,male,
01013014,金钱豹,邓洪,末,unknown,
01013015,玉门关,班超,小生,male,
01013015,玉门关,匈奴王,副净,unknown,
01013015,玉门关,鄯善王,老生,male,
01013015,玉门关,报子,丑,male,
01013016,贾家楼,秦琼,老生,male,
01013016,贾家楼,程咬金,净,male,
01013016,贾家楼,单雄信,净,male,
01013016,贾家楼,徐勣,老生,male,
01013016,贾家楼,罗成,小生,male,
01013016,贾家楼,魏徵,老生,male,
01013016,贾家楼,杨林,净,male,
01013016,贾家楼,来忽尔,净,male,
01013016,贾家楼,店主人,丑,male,
01013016,贾家楼,家院,丑,male,
01013017,药茶计,王氏,老旦,female,
01013017,药茶计,张浪子,丑,male,
01013017,药茶计,王清天,老生,male,
01013018,老黄请医,刘高手,丑,male,
01013018,老黄请医,老黄,丑,male,
01013018,老黄请医,女客,旦,female,
01013018,老黄请医,男客,老生,male,
01013019,黛玉葬花,林黛玉,旦,female,
01013019,黛玉葬花,贾宝玉,小生,male,
01013020,花蝴蝶,姜永志,武生,male,
01013020,花蝴蝶,欧阳春,净,male,
01013020,花蝴蝶,邓车,武净,unknown,
01014001,鲁肃求计,乔玄,末,unknown,
01014001,鲁肃求计,鲁肃,老生,male,
01014001,鲁肃求计,院子,丑,male,
01014002,铁笼山,姜维,武生,male,
01014002,铁笼山,司马师,净,male,
01014002,铁笼山,迷当,净,male,
01014003,浔阳楼,宋江,老生,male,
01014003,浔阳楼,戴宗,副净,unknown,
01014003,浔阳楼,二差役,丑,male,
01014004,秦淮河,安道全,小生,male,
01014004,秦淮河,张顺,净,male,
01014004,秦淮河,李湘兰,花旦,female,
01014004,秦淮河,鸨儿,彩旦,female,
01014004,秦淮河,忘八,丑,male,
01014004,秦淮河,张旺,丑,male,
01014005,打樱桃,秋水,丑,male,
01014005,打樱桃,平儿,贴旦,unknown,
01014005,打樱桃,邱相公,小生,male,
01014005,打樱桃,小姐,旦,female,
01014005,打樱桃,关子文,副净,unknown,
01014005,打樱桃,太老爷,末,unknown,
01014005,打樱桃,太夫人,老旦,female,
01014006,丁甲山,李逵,净,male,
01014006,丁甲山,宋江,老生,male,
01014006,丁甲山,燕青,武生,male,
01014006,丁甲山,柴进,武生,male,
01014006,丁甲山,陈员外,末,unknown,
01014006,丁甲山,周明,净,male,
01014006,丁甲山,周亮,副净,unknown,
01014007,淮安府,贺仁杰,武生,male,
01014007,淮安府,蔡天化,净,male,
01014007,淮安府,黄天霸,武生,male,
01014007,淮安府,李兴儿,丑,male,
01014008,雪杯圆,莫怀古,生,unknown,
01014008,雪杯圆,傅氏,老旦,female,
01014008,雪杯圆,莫文禄,娃娃生,unknown,
01014009,除三害,周处,净,male,
01014009,除三害,王晋,老生,male,
01014010,错杀奸,范得忠,老生,male,
01014010,错杀奸,范得仁,小生,male,
01014010,错杀奸,李赛花,旦,female,
01014010,错杀奸,吕进才,丑,male,
01014010,错杀奸,金保,丑,male,
01014011,锁五龙,单雄信,净,male,
01014011,锁五龙,李世民,小生,male,
01014011,锁五龙,徐勣,老生,male,
01014011,锁五龙,罗成,小生,male,
01014011,锁五龙,程咬金,丑,male,
01014012,摘缨会,楚庄王,老生,male,
01014012,摘缨会,唐狡,武生,male,
01014012,摘缨会,连尹襄老,丑,male,
01014012,摘缨会,徐妃,旦,female,
01014012,摘缨会,先蔑,净,male,
01014013,度白俭,白俭,老生,male,
01014013,度白俭,庄子,末,unknown,
01014013,度白俭,张聪,小生,male,
01014014,罗锅子抢亲,胡伦,丑,male,
01014014,罗锅子抢亲,鲍大嫂,旦,female,
01014014,罗锅子抢亲,丑院子,丑,male,
01014014,罗锅子抢亲,二公子,小生,male,
01014014,罗锅子抢亲,老夫人,老旦,female,
01014014,罗锅子抢亲,白小姐,旦,female,
01014014,罗锅子抢亲,丑丫鬟,丑,male,
01014015,挡亮,康茂才,老生,male,
01014015,挡亮,陈友谅,净,male,
01014015,挡亮,陈友杰,副净,unknown,
01014016,董家山,董金莲,旦,female,
01014016,董家山,尉迟宝林,小生,male,
01014016,董家山,周鼎,丑,male,
01014018,云台观,王莽,老生,male,
01014018,云台观,姚期,净,male,
01014018,云台观,马武,净,male,
01014018,云台观,杜茂,老生,male,
01014018,云台观,岑彭,武生,male,
01014018,云台观,邳彤,老生,male,
01014018,云台观,邓禹,老生,male,
01014018,云台观,刘秀,小生,male,
01014019,五花洞,潘金莲,旦,female,
01014019,五花洞,假潘金莲,旦,female,
01014019,五花洞,武大,丑,male,
01014019,五花洞,假武大,丑,male,
01014019,五花洞,包拯,净,male,
01014019,五花洞,驴夫,丑,male,
01014019,五花洞,天师,老生,male,
01014019,五花洞,县令,丑,male,
01014019,五花洞,蛇精,旦,female,
01014020,红梅阁,李慧娘,旦,female,
01014020,红梅阁,裴稚卿,小生,male,
01014020,红梅阁,贾似道,净,male,
01014020,红梅阁,廖应忠,副净,unknown,
01014021,恶虎庄,姚刚,净,male,
01014021,恶虎庄,黄飞刚,武丑,unknown,
01014021,恶虎庄,马青,副净,unknown,
01014021,恶虎庄,杜明,武生,male,
01014021,恶虎庄,黄妻,武旦,female,
01014021,恶虎庄,楞儿,丑,male,
01014021,恶虎庄,刘老汉,外,unknown,
01014022,四杰村,鲍士安,净,male,
01014022,四杰村,余千,武生,male,
01014022,四杰村,廖锡龙,净,male,
01014022,四杰村,鲍金花,武旦,female,
01014022,四杰村,濮天鹏,净,male,
01014022,四杰村,萧计,净,male,
01015001,马嵬坡,唐明皇,老生,male,
01015001,马嵬坡,陈元礼,末,unknown,
01015002,古城相会,关羽,红生,unknown,
01015002,古城相会,张飞,净,male,
01015002,古城相会,蔡阳,外,unknown,
01015002,古城相会,刘备,末,unknown,
01015003,潞安州,陆登,生,unknown,
01015003,潞安州,夫人,旦,female,
01015003,潞安州,兀术,净,male,
01015003,潞安州,丫鬟,贴旦,unknown,
01015003,潞安州,家将,小生,male,
01015003,潞安州,漠拉土,副净,unknown,
01015003,潞安州,哇噜胎,末,unknown,
01015003,潞安州,赵得胜,丑,male,
01015004,扫松下书,张广才,老生,male,
01015004,扫松下书,李旺,丑,male,
01015006,英杰烈,陈月英,旦,female,
01015006,英杰烈,陈母,彩旦,female,
01015006,英杰烈,匡父,外,unknown,
01015006,英杰烈,史世龙,净,male,
01015006,英杰烈,史文,丑,male,
01015006,英杰烈,项义伯,副净,unknown,
01015006,英杰烈,项翠娥,武旦,female,
01015007,南屏山,鲁肃,老生,male,
01015007,南屏山,诸葛亮,末,unknown,
01015007,南屏山,周瑜,小生,male,
01015008,疯僧扫秦,疯僧,丑,male,
01015008,疯僧扫秦,秦桧,净,male,
01015008,疯僧扫秦,住持,外,unknown,
01015009,盗魂铃,猪八戒,老生,male,
01015009,盗魂铃,金铃大仙,武旦,female,
